"","appeal","issue","neg","par","opp","id_extr","new","medium","from","as_is","comp_is","date","poll","jor_int","as_is_perc"
"1127","De patiënt hoort centraal te staan en niet de regels!","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-03-07,47,0,"7.35"
"1128","Minder marktwerking in de zorg","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-03-07,47,0,"7.35"
"1129","Het MKB is de motor van Nederland. Daarom verlagen wij voor kleine ondernemers en familiebedrijven de belastingen!","entrep",0,"cda",1,1.77,0,"fb","cda",1,1,2017-03-06,47,0,"3.03"
"1130","Ik vind dat het MBK minder belasting hoeft te betalen","entrep",0,"cda",1,1.77,0,"fb","cda",1,1,2017-03-06,47,0,"3.03"
"1131","En groenlinks verhoogt de belasting voor het MKB met twee miljard euro","entrep",1,"cda",1,1.77,0,"fb","cda",1,1,2017-03-06,47,0,"3.03"
"1132","Daar komt een verpakkingenbelasting overheen","environ",1,"cda",1,1.77,0,"fb","cda",0,0,2017-03-06,47,0,"0"
"1133","Een vleesbelasting","environ",1,"cda",1,1.77,0,"fb","cda",0,0,2017-03-06,47,0,"0"
"1134","Een visbelasting","environ",1,"cda",1,1.77,0,"fb","cda",0,0,2017-03-06,47,0,"0"
"1135","U heeft de B van belastingen in uw ogen","econ",1,"cda",1,1.77,0,"fb","cda",4,-5,2017-03-06,47,0,"8"
"1136","Het CDA is voor goede zorg, die betaalbaar blijft en toegankelijk is voor iedereen. Daar hoort ook zorg dichtbij huis bij. Daarom behouden wij de eerste hulp bij streekziekenhuizen.","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-03-06,47,0,"7.35"
"1137","Het CDA is voor goede zorg, die betaalbaar blijft en toegankelijk is voor iedereen. Daar hoort ook zorg dichtbij huis bij. Daarom behouden wij de eerste hulp bij streekziekenhuizen.","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-03-06,47,0,"7.35"
"1138","Het gekste vind ik de PVDA: hoe betaal die de zorg door de eerstehulp in streken weg te snijden?","health",1,"cda",1,1.77,0,"fb","cda",5,13,2017-03-06,47,0,"7.35"
"1139","Het staat in hun plannen (Zorg) en ik vind het niet kunnen","health",1,"cda",1,1.77,0,"fb","cda",5,13,2017-03-06,47,0,"7.35"
"1140","Het CDA zal ervoren dat ziekenhuizen in de regio niet voor patienten in de randstad gaan betalen","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-03-06,47,0,"7.35"
"1141","Stop het leenstelsel en voer de basisbeurs weer in!","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-03-04,47,0,"9.1"
"1142","Stop het leenstelsel en voer de basisbeurs weer in!","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-03-04,47,0,"9.1"
"1143","Sybrand Buma wil een normen en waarden-offensief lanceren dat op scholen ruim baan moet krijgen.","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-03-04,47,0,"30.83"
"1144","Ieder kind moet leren over de verschrikkingen van de Holocaust.","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-03-04,47,0,"9.1"
"1145","Ook moet ieder kind leren over onze tradities. Dit betekent dat kinderen weer staand in de klas het volkslied uit hun hoofd leren. We willen dat er respect is voor het Wilhelmus en het Koningshuis.","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-03-04,47,0,"30.83"
"1146","Ook moet ieder kind leren over onze tradities. Dit betekent dat kinderen weer staand in de klas het volkslied uit hun hoofd leren. We willen dat er respect is voor het Wilhelmus en het Koningshuis.","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-03-04,47,0,"30.83"
"1147","Brandweerman én kandidaat op de CDA-lijst Eugène van Mierlo: ´We zien dat Nederland steeds individualistischer wordt. We zien polarisatie, steeds meer en steeds vaker. Dat is niet de samenleving waar ik voor sta!´","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-03-03,47,0,"30.83"
"1148","De Kiesdrempel moet omhoog! Er zijn op dit moment teveel kleine politieke partijen en dat maakt Nederland onbestuurbaar. Daarom verhogen wij de drempel van ongeveer 62.000 stemmen naar 188.000 stemmen.","admin",0,"cda",1,1.77,0,"fb","cda",2,3,2017-03-02,47,0,"4.88"
"1149","De Kiesdrempel moet omhoog! Er zijn op dit moment teveel kleine politieke partijen en dat maakt Nederland onbestuurbaar. Daarom verhogen wij de drempel van ongeveer 62.000 stemmen naar 188.000 stemmen.","admin",0,"cda",1,1.77,0,"fb","cda",2,3,2017-03-02,47,0,"4.88"
"1150","Het CDA vindt goede zorg in de regio net zo belangrijk als in de stad! Daarom luiden onze kandidaten uit alle regio’s de noodklok, voor het behoud van streekziekenhuizen.","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-03-02,47,0,"7.35"
"1151","Het CDA vindt goede zorg in de regio net zo belangrijk als in de stad! Daarom luiden onze kandidaten uit alle regio’s de noodklok, voor het behoud van streekziekenhuizen.","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-03-02,47,0,"7.35"
"1152","Stop het leenstelsel en geef jongeren een goede start! Dat is de boodschap van kandidaat-Kamerlid Julius Terpstra. Steun jij zijn oproep ook?","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-28,47,0,"9.1"
"1153","ik vind dat de basisbeurs terug moet komen","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-28,47,0,"9.1"
"1154","Daarnaast moeten er meer vaste banen komen om jongeren meer zekerheid te geven op de arbeidsmarkt","jobs",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-28,47,0,"5"
"1155","Er moeten betaalare huur en koopwoningen bij","housing",0,"cda",1,1.77,0,"fb","cda",2,2,2017-02-28,47,0,"7.69"
"1156","Nederland moet eerlijker voor jongere generaties","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-28,47,0,"30.83"
"1157","CDA kandidaat Anne Kuik: 'Het gevaar bestaat dat dit een generatie wordt die het slechter gaat hebben dan hun ouders'. Het CDA komt met een Starterspakket:","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-28,47,0,"30.83"
"1158","Natuurlijk vangen we mensen op die vluchten voor geweld. Maar er is ook een grens. Want we hebben ook een verantwoordelijkheid naar Nederlanders.","imm",0,"cda",1,1.77,0,"fb","cda",4,1,2017-02-27,47,0,"3.7"
"1159","Ik wil het vluchtelingenverdrag aanpassen","imm",0,"cda",1,1.77,0,"fb","cda",4,1,2017-02-27,47,0,"3.7"
"1160","´De radicale islam is een bedreiging voor de Nederlandse identiteit, we moeten harde maatregelen nemen om dat te voorkomen!´","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-26,47,0,"30.83"
"1161","´De radicale islam is een bedreiging voor de Nederlandse identiteit, we moeten harde maatregelen nemen om dat te voorkomen!´","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-26,47,0,"30.83"
"1162","Als er in de kamer mogelijkheden zijn om een vuist te maken tegen radicalisme dan zegt groenlinks nee","norm",1,"cda",1,1.77,0,"fb","cda",41,108,2017-02-26,47,0,"30.83"
"1163","Een boerkaverbod zijn ze tegen; het vastzetten van jihadisten die terugkomen","imm",1,"cda",1,1.77,0,"fb","cda",4,1,2017-02-26,47,0,"3.7"
"1164","Een boerkaverbod zijn ze tegen; het vastzetten van jihadisten die terugkomen","imm",1,"cda",1,1.77,0,"fb","cda",4,1,2017-02-26,47,0,"3.7"
"1165","We moeten onze waarden en normen beschermen. De vrijheid van meningsuiting is niet onbegrensd. Als onze vrijheden worden misbruikt om terroristisch geweld te verheerlijken, moet de overheid een duidelijke grens stellen. Daarom dient Mona Keijzer morgen een wetsvoorstel in om het verheerlijken van terroristisch geweld strafbaar te stellen. Anderen roepen, het CDA doet!","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-26,47,0,"30.83"
"1166","We moeten onze waarden en normen beschermen. De vrijheid van meningsuiting is niet onbegrensd. Als onze vrijheden worden misbruikt om terroristisch geweld te verheerlijken, moet de overheid een duidelijke grens stellen. Daarom dient Mona Keijzer morgen een wetsvoorstel in om het verheerlijken van terroristisch geweld strafbaar te stellen. Anderen roepen, het CDA doet!","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-26,47,0,"30.83"
"1167","We moeten onze waarden en normen beschermen. De vrijheid van meningsuiting is niet onbegrensd. Als onze vrijheden worden misbruikt om terroristisch geweld te verheerlijken, moet de overheid een duidelijke grens stellen. Daarom dient Mona Keijzer morgen een wetsvoorstel in om het verheerlijken van terroristisch geweld strafbaar te stellen. Anderen roepen, het CDA doet!","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-26,47,0,"30.83"
"1168","Iedereen verdient een eerlijke boterham, ook boeren, tuinders en vissers. Maar zij hebben het zwaar. Haagse regels stapelen zich op, belaagd door onjuiste beeldvorming en de groeiende onmacht maken het voor hen onmogelijk hun werk goed te doen. Het CDA wil dat boeren weer de ruimte en het vertrouwen krijgen die zij verdienen. Zij zorgen tenslotte voor ons dagelijkse brood op de plank.","agrar",0,"cda",1,1.77,0,"fb","cda",17,-23,2017-02-24,47,0,"36.17"
"1169","Iedereen verdient een eerlijke boterham, ook boeren, tuinders en vissers. Maar zij hebben het zwaar. Haagse regels stapelen zich op, belaagd door onjuiste beeldvorming en de groeiende onmacht maken het voor hen onmogelijk hun werk goed te doen. Het CDA wil dat boeren weer de ruimte en het vertrouwen krijgen die zij verdienen. Zij zorgen tenslotte voor ons dagelijkse brood op de plank.","agrar",0,"cda",1,1.77,0,"fb","cda",17,-23,2017-02-24,47,0,"36.17"
"1170","Het CDA pleit al jaren voor een eenvoudig en eerlijk belastingstelsel met maar twee tarieven!","econ",0,"cda",1,1.77,0,"fb","cda",4,-5,2017-02-23,47,0,"8"
"1171","Nederland is groter dan Den Haag en de Randstad. Wij zijn trots op Kamerleden als Pieter Omtzigt die keer op keer opkomen voor de problemen in de regio. Voor het vertrouwen in democratie zou het goed zijn als er meer mensen uit de regio in de Tweede Kamer komen. Daarom stellen wij een nieuw kiesstelsel voor waarbij kiezers bij de landelijke verkiezingen zowel op een landelijke kandidaat als op een kandidaat uit de eigen regio kunnen stemmen.","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-23,47,0,"30.83"
"1172","Nederland is groter dan Den Haag en de Randstad. Wij zijn trots op Kamerleden als Pieter Omtzigt die keer op keer opkomen voor de problemen in de regio. Voor het vertrouwen in democratie zou het goed zijn als er meer mensen uit de regio in de Tweede Kamer komen. Daarom stellen wij een nieuw kiesstelsel voor waarbij kiezers bij de landelijke verkiezingen zowel op een landelijke kandidaat als op een kandidaat uit de eigen regio kunnen stemmen.","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-23,47,0,"30.83"
"1173","Er is maar één echte waakhond voor uw pensioen: dat is onze Pieter Omtzigt! Bovendien verhoogt het CDA de AOW-uitkering. En hebben we betrouwbare en reële plannen voor uw pensioen. Voor nu en in de toekomst.","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-21,47,0,"2.38"
"1174","Er is maar één echte waakhond voor uw pensioen: dat is onze Pieter Omtzigt! Bovendien verhoogt het CDA de AOW-uitkering. En hebben we betrouwbare en reële plannen voor uw pensioen. Voor nu en in de toekomst.","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-21,47,0,"2.38"
"1175","Wat 50Plus nu laat zien is volksverlakkerij. Zij geven de ouderen een sigaar uit eigen doos door de AOW te verlagen om de pensioenleeftijd terug te brengen naar 65.","social",1,"cda",1,1.77,0,"fb","cda",2,5,2017-02-21,47,0,"2.38"
"1176","Wat 50Plus nu laat zien is volksverlakkerij. Zij geven de ouderen een sigaar uit eigen doos door de AOW te verlagen om de pensioenleeftijd terug te brengen naar 65.","social",1,"cda",1,1.77,0,"fb","cda",2,5,2017-02-21,47,0,"2.38"
"1177","STEM LIVE: Stop de marktwerking in de zorg! Voor = like Tegen = verdrietig Om de marktwerking in de zorg verder te beheersen willen wij een verbod op winstuitkeringen door zorgverzekeraars, zorginstellingen en ziekenhuizen. Geld dat voor de zorg is bedoeld moet in de zorg blijven of tot lagere premies leiden en mag niet als winst in de zakken van investeerders of aandeelhouders verdwijnen.","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-02-21,47,0,"7.35"
"1178","STEM LIVE: Stop de marktwerking in de zorg! Voor = like Tegen = verdrietig Om de marktwerking in de zorg verder te beheersen willen wij een verbod op winstuitkeringen door zorgverzekeraars, zorginstellingen en ziekenhuizen. Geld dat voor de zorg is bedoeld moet in de zorg blijven of tot lagere premies leiden en mag niet als winst in de zakken van investeerders of aandeelhouders verdwijnen.","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-02-21,47,0,"7.35"
"1179","´De dagdromen van Jesse Klaver zijn een nachtmerrie voor de Nederlanders. ´ De afgelopen weken is er vanuit verschillende linkse partijen gesproken over een samenwerking met het CDA. Sybrand Buma is hier heel duidelijk over: ´Links komt met belachelijke ideeën die we moeten bestrijden.´ Kijk naar de GroenLinks-agenda met 18 miljard euro aan milieubelastingen, en dan naar onze agenda. Dat ligt mijlenver uit elkaar.","norm",1,"cda",1,1.77,0,"fb","cda",41,108,2017-02-21,47,0,"30.83"
"1180","´De dagdromen van Jesse Klaver zijn een nachtmerrie voor de Nederlanders. ´ De afgelopen weken is er vanuit verschillende linkse partijen gesproken over een samenwerking met het CDA. Sybrand Buma is hier heel duidelijk over: ´Links komt met belachelijke ideeën die we moeten bestrijden.´ Kijk naar de GroenLinks-agenda met 18 miljard euro aan milieubelastingen, en dan naar onze agenda. Dat ligt mijlenver uit elkaar.","norm",1,"cda",1,1.77,0,"fb","cda",41,108,2017-02-21,47,0,"30.83"
"1181","´De dagdromen van Jesse Klaver zijn een nachtmerrie voor de Nederlanders. ´ De afgelopen weken is er vanuit verschillende linkse partijen gesproken over een samenwerking met het CDA. Sybrand Buma is hier heel duidelijk over: ´Links komt met belachelijke ideeën die we moeten bestrijden.´ Kijk naar de GroenLinks-agenda met 18 miljard euro aan milieubelastingen, en dan naar onze agenda. Dat ligt mijlenver uit elkaar.","norm",1,"cda",1,1.77,0,"fb","cda",41,108,2017-02-21,47,0,"30.83"
"1182","Goed onderwijs is dan ook de belangrijkste investering in het land dat wij willen doorgeven. Michel Rog: ""Wij moeten weer vertrouwen hebben in de leraren. Zij weten wat het beste is voor de kinderen. We moeten af van die Haagse regels en toetsgekte.""","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-19,47,0,"9.1"
"1183","Goed onderwijs is dan ook de belangrijkste investering in het land dat wij willen doorgeven. Michel Rog: ""Wij moeten weer vertrouwen hebben in de leraren. Zij weten wat het beste is voor de kinderen. We moeten af van die Haagse regels en toetsgekte.""","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-19,47,0,"9.1"
"1184","Ik denk dat we kleuters weer moeten laten kleuteren","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-19,47,0,"9.1"
"1185","Ik denk dat we afmoeten van al die haagse regels","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-19,47,0,"9.1"
"1186","Het CDA wil bredere brugklassen, en langere brugklasen","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-19,47,0,"9.1"
"1187","Het CDA wil bredere brugklassen, en langere brugklasen","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-19,47,0,"9.1"
"1188","Ik heb mij de afgelopen vier jaar ingezet voor mij vertrouwen in de lerarern","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-19,47,0,"9.1"
"1189","Ik wil mij de komende vier jaar daar weer voor inzetten","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-19,47,0,"9.1"
"1190","Het CDA is trots op onze Monarchie! ��","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-18,47,0,"30.83"
"1191","Ook andere partijen mogen trots zijn op de monarchie","norm",1,"cda",1,1.77,0,"fb","cda",41,108,2017-02-18,47,0,"30.83"
"1192","Het CDA is de familie- en gezinspartij van Nederland. Of je nu alleen bent of niet.","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-17,47,0,"30.83"
"1193","Mijn vader heeft het belang van het gezin op de politieke agenda gezet","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-17,47,0,"30.83"
"1194","Mijn vader heeft het belang van het gezin op de politieke agenda gezet","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-17,47,0,"30.83"
"1195","De VVD en de PvdA hebben de afgelopen jaren grote steken laten vallen. Met het leenstelsel, bij de WMO, bij de koopkracht van gezinnen en ouderen.","edu",1,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-16,47,0,"9.1"
"1196","De VVD en de PvdA hebben de afgelopen jaren grote steken laten vallen. Met het leenstelsel, bij de WMO, bij de koopkracht van gezinnen en ouderen.","edu",1,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-16,47,0,"9.1"
"1197","De VVD en de PvdA hebben de afgelopen jaren grote steken laten vallen. Met het leenstelsel, bij de WMO, bij de koopkracht van gezinnen en ouderen.","edu",1,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-16,47,0,"9.1"
"1198","Het CDA repareert dit beleid én investeert in onze veiligheid, in belastingverlagingen en in een verlaging van het eigen risico.","crime",0,"cda",1,1.77,0,"fb","cda",5,12,2017-02-16,47,0,"11.63"
"1199","Het CDA repareert dit beleid én investeert in onze veiligheid, in belastingverlagingen en in een verlaging van het eigen risico.","econ",0,"cda",1,1.77,0,"fb","cda",4,-5,2017-02-16,47,0,"8"
"1200","Het CDA repareert dit beleid én investeert in onze veiligheid, in belastingverlagingen en in een verlaging van het eigen risico.","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-02-16,47,0,"7.35"
"1201","Vakscholen in plaats van leerfabrieken","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-16,47,0,"9.1"
"1202","Inzet van Omtzift om de Nederlandse pensioenen te beschermen","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-16,47,0,"2.38"
"1203","Meer zekerheid op de arbeidsmarkt en meer kans op een baan","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-16,47,0,"2.38"
"1204","DE morele wederopbouw van nl","norm",0,"cda",1,1.77,0,"fb","cda",41,108,2017-02-16,47,0,"30.83"
"1205","langer geboorteverlof","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-16,47,0,"2.38"
"1206","hoger kindgebonden budget","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-16,47,0,"2.38"
"1207","Hogere kinderbijslag","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-16,47,0,"2.38"
"1208","Meer klassenassisteen en concierges","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-16,47,0,"9.1"
"1209","Uitval MBO voorkomen","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-16,47,0,"9.1"
"1210","Basisbeurs terug voor HBO en WO ers","edu",0,"cda",1,1.77,0,"fb","cda",7,-5,2017-02-16,47,0,"9.1"
"1211","Wijkverplegers","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-02-16,47,0,"7.35"
"1212","Meer handen aan het bed in de verpleeg","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-02-16,47,0,"7.35"
"1213","Hogere AOW","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-16,47,0,"2.38"
"1214","Thuis en respijtzorg","health",0,"cda",1,1.77,0,"fb","cda",5,13,2017-02-16,47,0,"7.35"
"1215","Hogere ouderenkorting","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-16,47,0,"2.38"
"1216","langere eigen bijdragen WMO","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-16,47,0,"2.38"
"1217","betere AOW","social",0,"cda",1,1.77,0,"fb","cda",2,5,2017-02-16,47,0,"2.38"
"1218","Fors investeren in Defensie is geen keuze maar noodzaak!' Voor = like. Tegen = verdrietig.","defence",0,"cda",1,1.77,0,"fb","cda",1,-2,2017-02-15,47,0,"11.11"
"1219","Lees hier hoe wij 2,1 miljard euro willen investeren in defensie:","defence",0,"cda",1,1.77,0,"fb","cda",1,-2,2017-02-15,47,0,"11.11"
"1220","Onze veiligheid is geen vanzelfsprekendheid meer. Daarom investeren wij 2,1 miljard in Defensie!","defence",0,"cda",1,1.77,0,"fb","cda",1,-2,2017-02-15,47,0,"11.11"
"1221","DE kamerleden van d66 kregen de meeste initiatiefwetten door de kamer","gov",0,"d66",1,0.24,0,"fb","d66",4,9,2017-03-14,43.52,0,"26.67"
"1222","U slaat in uw beeld van de sameleving helemaal door","norm",1,"d66",1,0.24,0,"fb","d66",1,4,2017-03-14,43.52,0,"0.75"
"1223","""Een premier moet laten zien dat hij iedereen meeneemt. En niet zoals u, meneer Buma, onderscheid maakt tussen A- en B-Nederlanders.""","norm",1,"d66",1,0.24,0,"fb","d66",1,4,2017-03-13,43.52,0,"0.75"
"1224","“Nog minder dan 48 uur tot de stembussen sluiten. Er is bijna niemand die deze campagne praat over klimaat & energie.” Daarom bracht Alexander Pechtold dit thema ter sprake bij het Lagerhuisdebat van DWDD. Want als we klimaatverandering willen aanpakken, moeten we nú in actie komen","environ",0,"d66",1,0.24,0,"fb","d66",1,2,2017-03-13,43.52,0,"1.05"
"1225","Gaan we de kant van buma op ? Wilhelmus zingen, wiet verbonden, jongeren die heropgeboed moeten worden","norm",1,"d66",1,0.24,0,"fb","d66",1,4,2017-03-12,43.52,0,"0.75"
"1226","Gaan we de kant van buma op ? Wilhelmus zingen, wiet verbonden, jongeren die heropgeboed moeten worden","crime",1,"d66",1,0.24,0,"fb","d66",1,2,2017-03-12,43.52,0,"2.33"
"1227","Gaan we de kant van buma op ? Wilhelmus zingen, wiet verbonden, jongeren die heropgeboed moeten worden","norm",1,"d66",1,0.24,0,"fb","d66",1,4,2017-03-12,43.52,0,"0.75"
"1228","""Laten we vandaag hard zijn voor intimidatie en laten we warm zijn voor iedereen die zich veilig en thuis wil voelen in Nederland.""","norm",0,"d66",1,0.24,0,"fb","d66",1,4,2017-03-12,43.52,0,"0.75"
"1229","""Laten we vandaag hard zijn voor intimidatie en laten we warm zijn voor iedereen die zich veilig en thuis wil voelen in Nederland.""","norm",0,"d66",1,0.24,0,"fb","d66",1,4,2017-03-12,43.52,0,"0.75"
"1230","Ik vind je houdt je aan de regels van dit land, maar je mag helemaal je zelf zij","norm",0,"d66",1,0.24,0,"fb","d66",1,4,2017-03-11,43.52,0,"0.75"
"1231","Voor d66 is het mensen in hun waarden laten, mensen emanciperen, mensen een plek geven, de grondwet bewaken, de relatie tussen overheid en burgers in de gaten houden","norm",0,"d66",1,0.24,0,"fb","d66",1,4,2017-03-09,43.52,0,"0.75"
"1232","Voor d66 is het mensen in hun waarden laten, mensen emanciperen, mensen een plek geven, de grondwet bewaken, de relatie tussen overheid en burgers in de gaten houden","norm",0,"d66",1,0.24,0,"fb","d66",1,4,2017-03-09,43.52,0,"0.75"
"1233","Voor d66 is het mensen in hun waarden laten, mensen emanciperen, mensen een plek geven, de grondwet bewaken, de relatie tussen overheid en burgers in de gaten houden","norm",0,"d66",1,0.24,0,"fb","d66",1,4,2017-03-09,43.52,0,"0.75"
"1234","Voor d66 is het mensen in hun waarden laten, mensen emanciperen, mensen een plek geven, de grondwet bewaken, de relatie tussen overheid en burgers in de gaten houden","norm",0,"d66",1,0.24,0,"fb","d66",1,4,2017-03-09,43.52,0,"0.75"
"1235","ER is een tweede belangrijke pijler bijgekomen: bescherming van de planee","environ",0,"d66",1,0.24,0,"fb","d66",1,2,2017-03-09,43.52,0,"1.05"
"1236","d66 heeft hoe langer hoe meer een accent gelegd op bescherming van de planeet","environ",0,"d66",1,0.24,0,"fb","d66",1,2,2017-03-09,43.52,0,"1.05"
"1237","Gisteren tekenden wij vol overtuiging het Regenboog Stembusakkoord. Naast de PVV, SGP en ChristenUnie wilde ook het CDA dit akkoord niet volledig onderschrijven. Dat partijen in 2017 niet pal staan voor LHBTI-acceptatie, vinden wij onbegrijpelijk. Iedereen moet zichtbaar zichzelf kunnen zijn. Dát is waar Nederland voor staat.","norm",0,"d66",1,0.24,0,"fb","d66",1,4,2017-03-08,43.52,0,"0.75"
"1238","Gisteren tekenden wij vol overtuiging het Regenboog Stembusakkoord. Naast de PVV, SGP en ChristenUnie wilde ook het CDA dit akkoord niet volledig onderschrijven. Dat partijen in 2017 niet pal staan voor LHBTI-acceptatie, vinden wij onbegrijpelijk. Iedereen moet zichtbaar zichzelf kunnen zijn. Dát is waar Nederland voor staat.","norm",1,"d66",1,0.24,0,"fb","d66",1,4,2017-03-08,43.52,0,"0.75"
"1239","Gisteren tekenden wij vol overtuiging het Regenboog Stembusakkoord. Naast de PVV, SGP en ChristenUnie wilde ook het CDA dit akkoord niet volledig onderschrijven. Dat partijen in 2017 niet pal staan voor LHBTI-acceptatie, vinden wij onbegrijpelijk. Iedereen moet zichtbaar zichzelf kunnen zijn. Dát is waar Nederland voor staat.","norm",1,"d66",1,0.24,0,"fb","d66",1,4,2017-03-08,43.52,0,"0.75"
"1240","Gisteren tekenden wij vol overtuiging het Regenboog Stembusakkoord. Naast de PVV, SGP en ChristenUnie wilde ook het CDA dit akkoord niet volledig onderschrijven. Dat partijen in 2017 niet pal staan voor LHBTI-acceptatie, vinden wij onbegrijpelijk. Iedereen moet zichtbaar zichzelf kunnen zijn. Dát is waar Nederland voor staat.","norm",0,"d66",1,0.24,0,"fb","d66",1,4,2017-03-08,43.52,0,"0.75"
"1241","Goed werk, goede zorg, goed onderwijs, d66 krijgt het voor elkaar","social",0,"d66",1,0.24,0,"fb","d66",2,2,2017-03-07,43.52,0,"2.38"
"1242","Goed werk, goede zorg, goed onderwijs, d66 krijgt het voor elkaar","health",0,"d66",1,0.24,0,"fb","d66",5,9,2017-03-07,43.52,0,"7.35"
"1243","Goed werk, goede zorg, goed onderwijs, d66 krijgt het voor elkaar","edu",0,"d66",1,0.24,0,"fb","d66",23,61,2017-03-07,43.52,0,"29.87"
"1244","Wij hebben de wietwet er doorheen gekregen","crime",0,"d66",1,0.24,0,"fb","d66",1,2,2017-03-06,43.52,0,"2.33"
"1245","Goed werk, goede zorg, goed onderwijs, d66 krijgt het voor elkaar","social",0,"d66",1,0.24,0,"fb","d66",2,2,2017-03-04,43.52,0,"2.38"
"1246","Goed werk, goede zorg, goed onderwijs, d66 krijgt het voor elkaar","health",0,"d66",1,0.24,0,"fb","d66",5,9,2017-03-04,43.52,0,"7.35"
"1247","Goed werk, goede zorg, goed onderwijs, d66 krijgt het voor elkaar","edu",0,"d66",1,0.24,0,"fb","d66",23,61,2017-03-04,43.52,0,"29.87"
"1248","�� D66 zet zich volop in voor een duurzame toekomst","environ",0,"d66",1,0.24,0,"fb","d66",1,2,2017-03-02,43.52,0,"1.05"
"1249","Goed werk, goede zorg, goed onderwijs, d66 krijgt het voor elkaar","social",0,"d66",1,0.24,0,"fb","d66",2,2,2017-03-01,43.52,0,"2.38"
"1250","Goed werk, goede zorg, goed onderwijs, d66 krijgt het voor elkaar","health",0,"d66",1,0.24,0,"fb","d66",5,9,2017-03-01,43.52,0,"7.35"
"1251","Goed werk, goede zorg, goed onderwijs, d66 krijgt het voor elkaar","edu",0,"d66",1,0.24,0,"fb","d66",23,61,2017-03-01,43.52,0,"29.87"
"1252","Alexander Pechtold wil een premier zijn voor álle Nederlanders. En wat hij in een volgend kabinet wil oppakken? Lastenverlichting!","norm",0,"d66",1,0.24,0,"fb","d66",1,4,2017-03-01,43.52,0,"0.75"
